review,rating,date,bank,source
"Great UX, simple to use yet has all necessary features.",4,2025-02-24 08:31:09,CBE,Google Play
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22 18:27:34,CBE,Google Play
It's a good app but I have two suggestions. It would be nice if it had an option to change between our own accounts. The option for downloading and sharing transactions that we have made does not work,4,2021-12-24 15:02:37,CBE,Google Play
needs improvement. can't see who makes the transfers the name should be seen when the detail is selected. also i have different accounts in my name and i can only use my phone for one account only ? mobile banking has become easy ....commercial banks of Ethiopia......you need to keep up!!!,1,2018-11-07 19:45:31,CBE,Google Play
"Dear CBE Team, The updated version of CbE application is very interesting and has an additional features which is very nice but still the app doesn't have an option of transferring money into another Telebirr service number rather than own Telebirr account...so please add this feature.",4,2023-03-12 16:12:48,CBE,Google Play
I have been used this app from the beginning and like it. On the current updated version it states we can share and save the transaction details. However it can't share or save. The only option I am using is Screenshot. So would you please review it?,4,2021-06-09 19:55:15,CBE,Google Play
"I don't know what to do with this app anymore..after I synconized it, it doesn't show the features or the tools that needed to use for, just it shows my balance.. needed to be fixed asap.",1,2021-05-08 15:42:52,CBE,Google Play
When you refresh your account it's slow and it doesn't tell you the latest update time. This means you don't know whether the figure you see is old or new. This upgrade was actually a downgrade!,1,2020-07-27 16:25:11,CBE,Google Play
"Good but needs improvement. It should retain my settings. For example, I turned off the cbe- Noor option, but everytime I open the app, it defaults back to the previous setting.",4,2023-05-06 14:18:29,CBE,Google Play
"With the recent update, I faced a serious problem similar to those mentioned by others. Hence I have to uninstall and reinstall the app...and it is working well now. I strongly suggest if CBE makes a regular check and take a quick corrective actions on reviews made by customers!!!",3,2019-03-14 23:38:42,CBE,Google Play
its good and simple to use,5,2025-05-02 15:47:48,CBE,Google Play
"I like the app, easy to use, if possible please add some more features like calculator. Simply add one more icon with calculator function, so the users can easily do some calculation without closing the app.",4,2024-10-15 14:45:16,CBE,Google Play
Unrealeble in many ways; double payment more than 5 times; frequent interruptions; and don't produce receipt more often. CBE - pls come up with a better version as we move more and more to e-payement.,3,2023-12-27 12:48:26,CBE,Google Play
"While Travelling, I couldn't transfer money from my account to another. I had to delete❌ the app and re install and then wait until they give me authorization code.... too complicated.",1,2022-11-13 08:19:00,CBE,Google Play
"The app is broken, I can't see my balance or use any of the services ,when I try to transfer or do any thing else, error message ""none available ""appears. Please fix this problem.",1,2024-01-24 22:47:40,CBE,Google Play
"Trasaction Reports are not full, the list only shows the last 10 transactions, I need to see every transaction I made , and make a contact us page on your app too, other than that it's a good app",3,2024-02-14 15:52:18,CBE,Google Play
"I am out of Ethiopia I used to this app.It's very nice to use. but now I can't use. Also i tried the new version 4.1 and it doesn't work. I can't check my balance,transfer.... please help me!! how to solve the following problems? => can't sync & => none available",4,2020-07-27 13:06:17,CBE,Google Play
"Wow cbe keep up the good work, the interface is very attractive,the processing speed is good(needs to put some effort),canceling or aborting any proceeding task seems impossible(of course the payment process should not be interrupted...i do agree)...all in all, I'm hoping this will be resolved soon by the updates...",4,2024-02-27 16:11:37,CBE,Google Play
"1. Still no biometric sign in option 2. Annoying welcome notification 3. Not able to share payment receipts just from the app 4. Different interface from one mobile device to the other one. 5. In general, the app requires overhaul to cope with other mobile banking services of banks.",1,2024-02-16 22:10:55,CBE,Google Play
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06 13:34:08,CBE,Google Play
Fantastic app! I appreciate it very much,5,2025-03-27 18:11:31,CBE,Google Play
It's a quiet good and smoothly accessible app which allows users to transfer and deposit but it would have been very great if there was a chance for topping up or Adding balance to your account.,3,2024-02-16 07:47:49,CBE,Google Play
Disappointing! I lost my phone so I went to a CBE branch to reactivate it (unnecessary imo) waited for 2 hours to receive the verification key for it to be useless and invalid.,1,2022-02-10 16:32:48,CBE,Google Play
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03 16:04:21,CBE,Google Play
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17 18:58:17,CBE,Google Play
